Hallazgo;Fecha identificación
ID 403: Existe un plan de implementación Fracttal, donde se irán cargando los contratos SEC, esta herramienta, contiene el inventario de la infraestructura ferroviaria y permite generar Ordenes de Trabajo, las que darán trazabilidad a las actividades de mantenimiento y su ejecución a medida que finalizan cada una de ellas de manera individual. La ITO de la Gerencia de Ejecución de Mantenimiento y Maestranza (GEM), tendrá que aprobar la ejecución de los trabajos en Fracttal, dando cierre a las Ordenes de Trabajo semanalmente. Actualmente, se realizan informes de auditoría técnica que ejecuta la Subgerencia de Confiabilidad, para verificar la correcta ejecución del plan de mantenimiento. Responsable: Gonzalo Sandoval Palma;4/11/2023
ID 423: Se implementará un protocolo de control de la ejecución en terreno. Responsable: Daniel Padilla Gutiérrez;3/11/2023
ID 424: La planificación de actividades (PMM) se realiza actualmente en Excel y la herramienta tecnológica Fracttal, esta última en proceso de implementación. Existe un plan de implementación Fracttal, donde se irán cargando los contratos de vías, esta herramienta, contiene el inventario de la infraestructura ferroviaria y permite generar Ordenes de Trabajo, las que darán trazabilidad a las actividades de mantenimiento y su ejecución. Responsable: Daniel Padilla Gutiérrez;2/11/2023
ID 425: La Subgerencia de Planificación y Control de Costos, mediante la Jefatura de Planificación, gestiona el Plan de Mantenimiento y los Programas Mensuales de Mantenimiento. Como parte de las coordinaciones semanales de los programas de mantenimiento de la semana siguiente, se incluye la revisión con el CTC de la filial, para coordinar las autorizaciones de ingreso de los proveedores, señalando día, contratista y horario. En  Central esta reunión se encuentra implementada. Responsable: Daniel Padilla Gutiérrez;1/11/2023
ID 426: La planificación de actividades (PMM) se realiza actualmente en Excel y la herramienta tecnológica Fracttal, esta última en proceso de implementación. Existe un plan de implementación Fracttal, donde se irán cargando los contratos de vías, esta herramienta, contiene el inventario de la infraestructura ferroviaria y permite generar Ordenes de Trabajo, las que darán trazabilidad a las actividades de mantenimiento y su ejecución. Responsable: Daniel Padilla Gutiérrez;31/10/2023
ID 427: La División Gestión de Infraestructura actualmente mantiene procesos de licitación para el suministro de materiales y repuestos para el mantenimiento, que abastecerá el almacén administrado por la Gerencia de Abastecimiento por los próximos tres (3) años. Se encuentra en proceso la coordinación entre ambas gerencias, la creación de SKU para cada tipo de material, con el objetivo de generar la base de datos en SAP MM, con la finalidad de incorporar el stock mínimo en el sistema. Ese proceso deberá culminar cuando se adjudiquen los contratos de suministros y se inicien los contratos respectivos. Responsable: Daniel Padilla Gutiérrez;30/10/2023
ID 428: SSO: Generación de formularios para inspecciones. Infraestructura: Equipo ejecuta las inspecciones en terreno con formularios y solicita al contratista para su control. A medidas que se implementa contratos en Fracttal, se incorporarán las revisiones ctuadas con los formularios respectivos en las órdenes de trabajo, otros documentos que deberán incorporarse tales como, AST (Análisis Seguro de Trabajo), Procedimiento de Trabajo asociado a la actividad, y Charla de 5 minutos de inicio de la jornada laboral. Responsable: Daniel Padilla Gutiérrez;29/10/2023
El gerente de logística debe presentar al CDA los planes de acción;28/10/2023
Se gestionará e implementará la actualización del Plan Corporativo de Gestión de Crisis con las áreas que correspondan y con las filiales, de acuerdo a los hallazgos señalados y a lo definido por el SEP.;27/10/2023
Se implementará una metodología para asegurar una adecuada cobertura de escenarios riesgos y medidas para abordar una crisis, y que el resultado sea incorporado al Plan de Gestión de Crisis.;26/10/2023
Una vez elaborado el plan corporativo de gestión de crisis se ctuará las capacitaciones respectivas.;25/10/2023
Se identificará los escenarios que corresponden a matriz y los que corresponden a filiales y se especificará las acciones, responsabilidades y actividades para cada escenario identificado.;24/10/2023
Posterior a la actualización del Plan Corporativo de Gestión de Crisis se presentará al Comité de Riesgos y posteriormente Directorio para su aprobación.;23/10/2023
Posterior a la actualización del Manual Estratégico Comunicacional de Gestión de Contingencias Grupo , se presentará al Directorio para su aprobación. Coordinar con Subgerencia de Riesgos la formalización en conjunto con el plan de Gestión de Crisis.;22/10/2023
En directorio de Junio 2024, el área de seguros debe presentar la renovación de la póliza de D&O (próxima póliza con vencimiento) y en esa instancia se someterá a aprobación la política de seguros vigente de ;21/10/2023
En el año 2024 se gestionará con alguna empresa externa y especializada, un estudio de valorización de activos indicada en este punto. Esto solo si el Directorio de  autoriza el monto presupuestado;20/10/2023
Se revisará con Southbridge, (compañía que tiene asegurados los trenes), si es posible incluir en la póliza de trenes de  como beneficiario a las filiales de , lo cual ya se encuentra en proceso de gestión.;19/10/2023
Se implementará para las charlas informativas de procesos de compras que se realizan telematicamente, el uso de la aplicación de TEAMS live, que entre otros aspectos, permite que los participantes no pueden verse conectados entre si, no pueden activar sus cámaras o micrófonos, pueden realizar consultas escritas y estás solo son vistas por los moderadores de . Con ésta aplicación se lograría resguardar la confidencialidad de los asistentes a las reuniones telématicas y con ello minimizar la posibilidad de prácticas anticompetitivas y/o colusión entre los oferentes.;18/10/2023
En cada ocasión en que el Directorio adopte acuerdos con partes relacionadas que tengan impacto financiero, esto será informado al Contador General de cada Filial, con copia de dicha comunicación al SG de Contabilidad de Casa Matriz.;17/10/2023
Se realizará la reconfiguración del contrato de prestación en dos segmentos: el primero, compuesto por los servicios de mercado estandarizados y, el segundo, compuesto por los servicios especializados, ambos segmentos de servicios con un valor global. A su vez, se propone la estructuración de un segundo contrato, también con un valor global, que refleje los costos alocados en la matriz que deben ser distribuidos a cada operación a través de criterios aceptados y compartidos por todas las partes.;16/10/2023
Se realizará un proceso de análisis en colaboración con las áreas responsables de llevar a cabo las actividades asociadas a los servicios que están adecuadamente estandarizados en el mercado. El objetivo principal es determinar los criterios más adecuados que permitan establecer indicadores de desempeño concretos. Una vez que se haya definido los criterios apropiados, se procederá a establecer los indicadores de desempeño específicamente para aquellos servicios que se encuentren debidamente estandarizados en el mercado. Esto implica servicios como contabilidad, comunicaciones corporativas, remuneraciones, reclutamiento de personal y adquisiciones, entre otros. Se excluyen aquellos servicios que sean especializados y de alto nivel, como las sesiones de directorio destinadas a abordar temas relacionados con filiales, representaciones y gestiones de ejecutivos ante autoridades. Estos servicios, debido a su naturaleza intrínseca, son difíciles de estandarizar y, por lo tanto, resulta complicado medir su desempeño de manera ctiva. Considerando lo anterior, es requisito ctuar la evaluación de un diseño de gestión eficiente del sistema de indicadores resultantes de forma tal que se cumpla con los objetivos dispuestos en un marco de acción discutido y acordado entre las partes;15/10/2023
